amphoe_name,province_name,pm25_mean,pm25_std,pm25_min,pm25_max,data_points,latitude,longitude,air_quality_category,air_quality_color,
กุดชุม,ยโสธร,24.59,14.46,7.19,66.77,366,16.056,104.287,Moderate,#ffff00,กุดชุม|ยโสธร
โคกศรีสุพรรณ,สกลนคร,21.12,11.93,6.63,58.29,366,17.026,104.295,Moderate,#ffff00,โคกศรีสุพรรณ|สกลนคร
โพนนาแก้ว,สกลนคร,20.58,11.79,6.23,58.83,366,17.214,104.307,Moderate,#ffff00,โพนนาแก้ว|สกลนคร
คำเขื่อนแก้ว,ยโสธร,24.38,14.89,6.56,68.98,366,15.649,104.335,Moderate,#ffff00,คำเขื่อนแก้ว|ยโสธร
หนองสูง,มุกดาหาร,24.92,13.68,8.9,61.45,366,16.444,104.342,Moderate,#ffff00,หนองสูง|มุกดาหาร
ค้อวัง,ยโสธร,22.55,14.15,6.74,63.25,366,15.38,104.344,Moderate,#ffff00,ค้อวัง|ยโสธร
ไพรบึง,ศรีสะเกษ,21.6,13.41,6.91,60.63,366,14.77,104.345,Moderate,#ffff00,ไพรบึง|ศรีสะเกษ
คำชะอี,มุกดาหาร,24.75,13.52,8.98,60.63,366,16.615,104.348,Moderate,#ffff00,คำชะอี|มุกดาหาร
ดงหลวง,มุกดาหาร,23.78,13.03,8.42,58.88,366,16.794,104.351,Moderate,#ffff00,ดงหลวง|มุกดาหาร
พยุห์,ศรีสะเกษ,20.8,14.19,5.71,63.29,366,14.908,104.38,Moderate,#ffff00,พยุห์|ศรีสะเกษ
ยางชุมน้อย,ศรีสะเกษ,21.03,14.46,5.69,63.89,366,15.239,104.389,Moderate,#ffff00,ยางชุมน้อย|ศรีสะเกษ
ป่าติ้ว,ยโสธร,24.21,14.87,6.18,69.61,366,15.849,104.393,Moderate,#ffff00,ป่าติ้ว|ยโสธร
ขุนหาญ,ศรีสะเกษ,22.27,12.6,7.91,57.87,366,14.537,104.406,Moderate,#ffff00,ขุนหาญ|ศรีสะเกษ
โพนสวรรค์,นครพนม,23.51,13.54,7.83,63.26,366,17.466,104.408,Moderate,#ffff00,โพนสวรรค์|นครพนม
ไทยเจริญ,ยโสธร,24.21,14.29,6.92,65.7,366,16.086,104.437,Moderate,#ffff00,ไทยเจริญ|ยโสธร
วังยาง,นครพนม,22.66,12.73,7.52,58.28,366,17.072,104.439,Moderate,#ffff00,วังยาง|นครพนม
นาแก,นครพนม,23.51,13.02,8.13,59.34,366,16.941,104.465,Moderate,#ffff00,นาแก|นครพนม
ศรีรัตนะ,ศรีสะเกษ,21.84,13.61,7.04,60.16,366,14.799,104.483,Moderate,#ffff00,ศรีรัตนะ|ศรีสะเกษ
ท่าอุเทน,นครพนม,24.19,14.06,8.17,66.51,366,17.608,104.497,Moderate,#ffff00,ท่าอุเทน|นครพนม
เลิงนกทา,ยโสธร,24.54,14.04,7.72,64.4,366,16.203,104.523,Moderate,#ffff00,เลิงนกทา|ยโสธร
หัวตะพาน,อำนาจเจริญ,23.7,14.59,6.17,66.63,366,15.679,104.523,Moderate,#ffff00,หัวตะพาน|อำนาจเจริญ
น้ำเกลี้ยง,ศรีสะเกษ,21.64,14.09,6.59,61.09,366,14.92,104.528,Moderate,#ffff00,น้ำเกลี้ยง|ศรีสะเกษ
เขื่องใน,อุบลราชธานี,23.21,14.55,7.13,64.85,366,15.394,104.534,Moderate,#ffff00,เขื่องใน|อุบลราชธานี
ปลาปาก,นครพนม,23.74,13.68,7.85,64.34,366,17.201,104.538,Moderate,#ffff00,ปลาปาก|นครพนม
นิคมคำสร้อย,มุกดาหาร,25.41,14.15,9.02,65.81,366,16.353,104.556,Unhealthy for Sensitive,#ff7e00,นิคมคำสร้อย|มุกดาหาร
กันทรารมย์,ศรีสะเกษ,22.27,14.71,6.87,64.7,366,15.126,104.571,Moderate,#ffff00,กันทรารมย์|ศรีสะเกษ
เมืองมุกดาหาร,มุกดาหาร,26.64,15.06,9.97,71.16,366,16.55,104.628,Unhealthy for Sensitive,#ff7e00,เมืองมุกดาหาร|มุกดาหาร
เมืองอำนาจเจริญ,อำนาจเจริญ,23.12,15.54,3.93,72.24,366,15.882,104.637,Moderate,#ffff00,เมืองอำนาจเจริญ|อำนาจเจริญ
เรณูนคร,นครพนม,24.25,13.71,8.32,64.09,366,17.055,104.647,Moderate,#ffff00,เรณูนคร|นครพนม
เมืองนครพนม,นครพนม,25.31,15.56,7.51,79.16,366,17.321,104.663,Unhealthy for Sensitive,#ff7e00,เมืองนครพนม|นครพนม
กันทรลักษ์,ศรีสะเกษ,22.63,12.89,8.03,56.87,366,14.571,104.67,Moderate,#ffff00,กันทรลักษ์|ศรีสะเกษ
เสนางคนิคม,อำนาจเจริญ,23.74,14.57,6.09,67.18,366,16.053,104.682,Moderate,#ffff00,เสนางคนิคม|อำนาจเจริญ
โนนคูณ,ศรีสะเกษ,22.84,14.3,7.52,64.12,366,14.907,104.694,Moderate,#ffff00,โนนคูณ|ศรีสะเกษ
ธาตุพนม,นครพนม,24.58,13.7,8.66,63.74,366,16.964,104.703,Moderate,#ffff00,ธาตุพนม|นครพนม
ลืออำนาจ,อำนาจเจริญ,23.52,14.68,5.89,66.93,366,15.712,104.706,Moderate,#ffff00,ลืออำนาจ|อำนาจเจริญ
เบญจลักษ์,ศรีสะเกษ,22.77,13.73,7.71,60.54,366,14.788,104.713,Moderate,#ffff00,เบญจลักษ์|ศรีสะเกษ
ม่วงสามสิบ,อุบลราชธานี,23.86,14.81,7.25,67.95,366,15.526,104.721,Moderate,#ffff00,ม่วงสามสิบ|อุบลราชธานี
สำโรง,อุบลราชธานี,23.62,15.18,7.84,71.17,366,14.98,104.79,Moderate,#ffff00,สำโรง|อุบลราชธานี
ดอนตาล,มุกดาหาร,25.3,14.14,8.86,65.77,366,16.297,104.812,Unhealthy for Sensitive,#ff7e00,ดอนตาล|มุกดาหาร
เมืองอุบลราชธานี,อุบลราชธานี,25.01,17.81,7.08,88.44,366,15.3,104.829,Hazardous,#7e0023,เมืองอุบลราชธานี|อุบลราชธานี
พนา,อำนาจเจริญ,23.77,14.41,6.86,64.11,366,15.673,104.854,Moderate,#ffff00,พนา|อำนาจเจริญ
วารินชำราบ,อุบลราชธานี,24.67,17.05,7.38,83.76,366,15.122,104.858,Moderate,#ffff00,วารินชำราบ|อุบลราชธานี
น้ำขุ่น,อุบลราชธานี,22.95,12.9,8.29,55.94,366,14.567,104.894,Moderate,#ffff00,น้ำขุ่น|อุบลราชธานี
ปทุมราชวงศา,อำนาจเจริญ,23.76,14.25,6.59,64.39,366,15.898,104.898,Moderate,#ffff00,ปทุมราชวงศา|อำนาจเจริญ
ทุ่งศรีอุดม,อุบลราชธานี,23.18,13.6,8.11,60.82,366,14.741,104.917,Moderate,#ffff00,ทุ่งศรีอุดม|อุบลราชธานี
เหล่าเสือโก้ก,อุบลราชธานี,24.38,15.96,7.93,76.87,366,15.431,104.918,Moderate,#ffff00,เหล่าเสือโก้ก|อุบลราชธานี
ชานุมาน,อำนาจเจริญ,24.34,13.91,7.69,63.11,366,16.126,104.923,Moderate,#ffff00,ชานุมาน|อำนาจเจริญ
ดอนมดแดง,อุบลราชธานี,24.41,16,8.04,77.29,366,15.387,105.026,Moderate,#ffff00,ดอนมดแดง|อุบลราชธานี
กุดข้าวปุ้น,อุบลราชธานี,23.9,13.97,7.35,61.95,366,15.817,105.04,Moderate,#ffff00,กุดข้าวปุ้น|อุบลราชธานี
นาเยีย,อุบลราชธานี,24.07,15.33,8.14,72.89,366,15.05,105.058,Moderate,#ffff00,นาเยีย|อุบลราชธานี
ตระการพืชผล,อุบลราชธานี,23.96,14.35,7.67,65.69,366,15.615,105.065,Moderate,#ffff00,ตระการพืชผล|อุบลราชธานี
น้ำยืน,อุบลราชธานี,23.02,12.53,8.56,55.35,366,14.439,105.068,Moderate,#ffff00,น้ำยืน|อุบลราชธานี
สว่างวีระวงศ์,อุบลราชธานี,24.41,16.07,7.97,77.73,366,15.236,105.07,Moderate,#ffff00,สว่างวีระวงศ์|อุบลราชธานี
เดชอุดม,อุบลราชธานี,23.54,14.05,8.19,64.27,366,14.849,105.074,Moderate,#ffff00,เดชอุดม|อุบลราชธานี
เขมราฐ,อุบลราชธานี,24.08,13.67,7.84,60.69,366,15.973,105.152,Moderate,#ffff00,เขมราฐ|อุบลราชธานี
ตาลสุม,อุบลราชธานี,24.12,14.97,8.06,70.52,366,15.39,105.152,Moderate,#ffff00,ตาลสุม|อุบลราชธานี
นาจะหลวย,อุบลราชธานี,23.2,12.8,8.54,55.71,366,14.565,105.228,Moderate,#ffff00,นาจะหลวย|อุบลราชธานี
พิบูลมังสาหาร,อุบลราชธานี,23.94,14.59,8.21,68.08,366,15.15,105.237,Moderate,#ffff00,พิบูลมังสาหาร|อุบลราชธานี
นาตาล,อุบลราชธานี,24.05,13.53,8.08,60.13,366,15.933,105.283,Moderate,#ffff00,นาตาล|อุบลราชธานี
โพธิ์ไทร,อุบลราชธานี,23.94,13.58,8.11,60.67,366,15.765,105.343,Moderate,#ffff00,โพธิ์ไทร|อุบลราชธานี
ศรีเมืองใหม่,อุบลราชธานี,23.89,13.78,8.16,62.31,366,15.563,105.354,Moderate,#ffff00,ศรีเมืองใหม่|อุบลราชธานี
บุณฑริก,อุบลราชธานี,23.36,12.93,8.57,56.72,366,14.708,105.402,Moderate,#ffff00,บุณฑริก|อุบลราชธานี
สิรินธร,อุบลราชธานี,23.7,13.64,8.39,61.6,366,15.111,105.435,Moderate,#ffff00,สิรินธร|อุบลราชธานี
โขงเจียม,อุบลราชธานี,23.81,13.54,8.34,60.74,366,15.454,105.501,Moderate,#ffff00,โขงเจียม|อุบลราชธานี
สาทร,กรุงเทพมหานคร,23.75,8.93,11.97,47.72,366,13.71523452,100.5332507,Moderate,#ffff00,สาทร|กรุงเทพมหานคร
ฆ้องชัย,กาฬสินธุ์,28.84,15.76,10.41,71.67,366,16.25746162,103.4511975,Unhealthy for Sensitive,#ff7e00,ฆ้องชัย|กาฬสินธุ์
เมืองกาฬสินธุ์,กาฬสินธุ์,30.75,17.44,9.77,81.16,366,16.42755081,103.5097627,Unhealthy for Sensitive,#ff7e00,เมืองกาฬสินธุ์|กาฬสินธุ์
โคกโพธิ์ไชย,ขอนแก่น,24.4,12.39,9.94,55.77,366,16.07927962,102.3754124,Moderate,#ffff00,โคกโพธิ์ไชย|ขอนแก่น
บ้านแฮด,ขอนแก่น,25.97,12.55,10.93,54.46,366,16.20418072,102.759236,Unhealthy for Sensitive,#ff7e00,บ้านแฮด|ขอนแก่น
ภูเวียง,ขอนแก่น,25.12,13.07,10.44,54.77,366,16.66817439,102.4735172,Unhealthy for Sensitive,#ff7e00,ภูเวียง|ขอนแก่น
หนองนาคำ,ขอนแก่น,24.94,13.39,10.08,58.15,366,16.81631886,102.3238402,Moderate,#ffff00,หนองนาคำ|ขอนแก่น
เมืองชัยภูมิ,ชัยภูมิ,23,13.74,6.01,80.19,366,15.80508165,102.0256971,Moderate,#ffff00,เมืองชัยภูมิ|ชัยภูมิ
เทพารักษ์,นครราชสีมา,24.28,11.13,10.72,54.86,366,15.30567794,101.5436506,Moderate,#ffff00,เทพารักษ์|นครราชสีมา
หนองบุนนาก,นครราชสีมา,23.55,10.77,10.9,55.24,366,14.6992619,102.450824,Moderate,#ffff00,หนองบุนนาก|นครราชสีมา
สุไหงโกลก,นราธิวาส,15.11,3.56,9.73,24.76,366,6.024745315,101.9583146,Moderate,#ffff00,สุไหงโกลก|นราธิวาส
เมืองบึงกาฬ,บึงกาฬ,20.41,16.01,5.47,86.86,366,18.35280906,103.6499973,Moderate,#ffff00,เมืองบึงกาฬ|บึงกาฬ
ป่าพะยอม,พัทลุง,14.25,3.69,9.5,24.95,366,7.833990909,99.93854961,Moderate,#ffff00,ป่าพะยอม|พัทลุง
หว้านใหญ่,มุกดาหาร,25.99,14.48,9.75,67.3,366,16.68500397,104.7399878,Unhealthy for Sensitive,#ff7e00,หว้านใหญ่|มุกดาหาร
กรงปินัง,ยะลา,15.49,2.93,8.83,23.88,366,6.410429312,101.2740917,Moderate,#ffff00,กรงปินัง|ยะลา
เกษตรวิสัย,ร้อยเอ็ด,23.65,12.83,8.58,59.95,366,15.65369543,103.5896771,Moderate,#ffff00,เกษตรวิสัย|ร้อยเอ็ด
เมืองศรีสะเกษ,ศรีสะเกษ,19.51,15.06,3.34,66.64,366,15.11163591,104.3327319,Moderate,#ffff00,เมืองศรีสะเกษ|ศรีสะเกษ
หาดใหญ่,สงขลา,16.46,2.08,12.49,23.44,366,7.00934556,100.4702281,Moderate,#ffff00,หาดใหญ่|สงขลา
บ้านตาขุน,สุราษฎร์ธานี,17.62,5.93,9.94,32.59,366,9.155973055,98.70101423,Moderate,#ffff00,บ้านตาขุน|สุราษฎร์ธานี
นากลาง,หนองบัวลำภู,24.84,14.95,8.59,73.26,366,17.30275136,102.2046956,Moderate,#ffff00,นากลาง|หนองบัวลำภู
นาวัง,หนองบัวลำภู,25.14,16.08,7.82,81.76,366,17.32466683,102.073791,Unhealthy for Sensitive,#ff7e00,นาวัง|หนองบัวลำภู
โนนสัง,หนองบัวลำภู,24.85,13.3,9.91,59.2,366,16.93365269,102.5416157,Moderate,#ffff00,โนนสัง|หนองบัวลำภู
เมืองหนองบัวลำภู,หนองบัวลำภู,24.43,13.89,9.14,66.32,366,17.20864694,102.4401242,Moderate,#ffff00,เมืองหนองบัวลำภู|หนองบัวลำภู
ศรีบุญเรือง,หนองบัวลำภู,24.86,14.05,9.53,64.26,366,16.96064749,102.2688477,Moderate,#ffff00,ศรีบุญเรือง|หนองบัวลำภู
สุวรรณคูหา,หนองบัวลำภู,24.93,15.18,8.46,74.49,366,17.51354847,102.3209209,Moderate,#ffff00,สุวรรณคูหา|หนองบัวลำภู
ประจักษ์ศิลปาคม,อุดรธานี,23.4,13.34,8.5,67.47,366,17.22480889,102.9253733,Moderate,#ffff00,ประจักษ์ศิลปาคม|อุดรธานี
