amphoe_name,province_name,pm25_mean,pm25_std,pm25_min,pm25_max,data_points,latitude,longitude,air_quality_category,air_quality_color,Unnamed: 11,longitude_original,latitude_original
หนองบุนนาก,นครราชสีมา,23.55,10.77,10.9,55.24,366,19.954544789242394,99.20836226702644,Moderate,#ffff00,หนองบุนนาก|นครราชสีมา,11043824.37,2267646.91
สุไหงโกลก,นราธิวาส,15.11,3.56,9.73,24.76,366,17.60981141495307,100.53378020550768,Moderate,#ffff00,สุไหงโกลก|นราธิวาส,11191369.22,1991927.76
เมืองบึงกาฬ,บึงกาฬ,20.41,16.01,5.47,86.86,366,19.698959249755834,101.02749329751293,Moderate,#ffff00,เมืองบึงกาฬ|บึงกาฬ,11246329.11,2237402.41
ป่าพะยอม,พัทลุง,14.25,3.69,9.5,24.95,366,18.787333757228097,101.01891914762061,Moderate,#ffff00,ป่าพะยอม|พัทลุง,11245374.64,2129913.84
หว้านใหญ่,มุกดาหาร,25.99,14.48,9.75,67.3,366,19.937109920111965,100.95257604860558,Unhealthy for Sensitive,#ff7e00,หว้านใหญ่|มุกดาหาร,11237989.36,2265582.22
กรงปินัง,ยะลา,15.49,2.93,8.83,23.88,366,17.308127385816615,99.87576650567833,Moderate,#ffff00,กรงปินัง|ยะลา,11118119.47,1956722.57
ดอนตูม,นครปฐม,23.18,10.47,10.19,53.86,366,20.364088605329183,99.91152008280697,Moderate,#ffff00,ดอนตูม|นครปฐม,11122099.54,2316212.467
นครชัยศรี,นครปฐม,23.66,10.3,10.54,54.2,366,20.280231902971195,100.14166495516879,Moderate,#ffff00,นครชัยศรี|นครปฐม,11147719.15,2306257.959
ท่าอุเทน,นครพนม,24.19,14.06,8.17,66.51,366,20.25090480296334,99.65985930174911,Moderate,#ffff00,ท่าอุเทน|นครพนม,11094084.79,2302777.853
กำแพงแสน,นครปฐม,23.33,10.39,10.56,53.71,366,20.162669704651957,99.84750586616603,Moderate,#ffff00,กำแพงแสน|นครปฐม,11114973.51,2292311.376
ปากพลี,นครนายก,21.17,8.79,9.42,56.59,366,20.151851147871326,100.34359230715195,Moderate,#ffff00,ปากพลี|นครนายก,11170197.6,2291028.483
เรณูนคร,นครพนม,24.25,13.71,8.32,64.09,366,20.13844551496234,100.15217596264522,Moderate,#ffff00,เรณูนคร|นครพนม,11148889.23,2289438.931
ธาตุพนม,นครพนม,24.58,13.7,8.66,63.74,366,20.01687020091484,100.05924866010113,Moderate,#ffff00,ธาตุพนม|นครพนม,11138544.61,2275029.541
เมืองนครพนม,นครพนม,25.31,15.56,7.51,79.16,366,20.005195040440107,100.47227588177056,Unhealthy for Sensitive,#ff7e00,เมืองนครพนม|นครพนม,11184522.59,2273646.361
คง,นครราชสีมา,23.88,11.53,10.24,54.19,366,20.00082330481334,99.32785975938116,Moderate,#ffff00,คง|นครราชสีมา,11057126.77,2273128.459
วังเจ้า,ตาก,26.17,17.28,7.62,73.64,366,19.91630711529881,99.77327151653766,Unhealthy for Sensitive,#ff7e00,วังเจ้า|ตาก,11106709.78,2263118.987
เสิงสาง,นครราชสีมา,22.45,10.43,10.13,54.06,366,19.88547381492526,99.16253525179626,Moderate,#ffff00,เสิงสาง|นครราชสีมา,11038722.93,2259468.652
พุทธมณฑล,นครปฐม,24.22,9.9,11.19,54.17,366,19.8788983516099,100.15327765650966,Moderate,#ffff00,พุทธมณฑล|นครปฐม,11149011.87,2258690.279
ปลาปาก,นครพนม,23.74,13.68,7.85,64.34,366,19.87567507340464,100.27948161144951,Moderate,#ffff00,ปลาปาก|นครพนม,11163060.83,2258308.734
เมืองนครนายก,นครนายก,20.28,8.68,8.36,63.62,366,19.86675543954772,99.99259303719876,Moderate,#ffff00,เมืองนครนายก|นครนายก,11131124.54,2257252.942
บ้านแพง,นครพนม,23.41,13.28,8.66,61.49,366,19.7756267394956,99.69869158501949,Moderate,#ffff00,บ้านแพง|นครพนม,11098407.58,2246469.691
บางเลน,นครปฐม,23.44,10.1,10.67,53.52,366,19.69333169609718,99.47446562223321,Moderate,#ffff00,บางเลน|นครปฐม,11073446.86,2236737.024
บ้านนา,นครนายก,22.24,9.15,10.46,53.35,366,19.693204204282072,100.19693658780164,Moderate,#ffff00,บ้านนา|นครนายก,11153871.96,2236721.95
พิมาย,นครราชสีมา,23.44,11.37,10.05,55.82,366,19.680831060989522,99.17265989386898,Moderate,#ffff00,พิมาย|นครราชสีมา,11039850.0,2235259.068
เมืองร้อยเอ็ด,ร้อยเอ็ด,25.65,13.77,9.56,61.82,366,19.627878376439174,100.36535911530687,Unhealthy for Sensitive,#ff7e00,เมืองร้อยเอ็ด|ร้อยเอ็ด,11172620.67,2228999.725
ปักธงชัย,นครราชสีมา,23.84,10.48,11.36,54.77,366,19.588828221572353,98.66288842801326,Moderate,#ffff00,ปักธงชัย|นครราชสีมา,10983102.5,2224385.071
นาหม่อม,สงขลา,16.41,2.1,12.41,23.52,366,19.584587239419562,98.19629125235372,Moderate,#ffff00,นาหม่อม|สงขลา,10931161.14,2223883.971
องครักษ์,นครนายก,22.7,9.33,10.69,53.04,366,19.56019392315113,99.75086088581862,Moderate,#ffff00,องครักษ์|นครนายก,11104215.04,2221001.996
สามง่าม,พิจิตร,26.21,16.39,7.65,64.85,366,19.50639920500892,101.13238876475582,Unhealthy for Sensitive,#ff7e00,สามง่าม|พิจิตร,11258006.02,2214647.9
เมืองนครปฐม,นครปฐม,22.4,11.27,8.29,54.13,366,19.50624550182985,99.97820436196692,Moderate,#ffff00,เมืองนครปฐม|นครปฐม,11129522.8,2214629.748
โพนสวรรค์,นครพนม,23.51,13.54,7.83,63.26,366,19.50538217193244,98.9099854081017,Moderate,#ffff00,โพนสวรรค์|นครพนม,11010609.21,2214527.791
ธารโต,ยะลา,13.68,2.69,9.38,21.35,366,19.478541387811394,100.350216304394,Moderate,#ffff00,ธารโต|ยะลา,11170934.98,2211358.236
ศรีนครินทร์,พัทลุง,13.77,3.44,9.22,24.71,366,19.466084596949475,100.91759493278974,Moderate,#ffff00,ศรีนครินทร์|พัทลุง,11234095.28,2209887.426
บางมูลนาก,พิจิตร,25.41,13.87,9.31,57.73,366,19.404951975922533,100.66435976436492,Unhealthy for Sensitive,#ff7e00,บางมูลนาก|พิจิตร,11205905.27,2202670.954
บันนังสตา,ยะลา,14.96,2.93,9.51,23.27,366,19.36782177326353,100.14343562442532,Moderate,#ffff00,บันนังสตา|ยะลา,11147916.26,2198289.2
กระแสสินธุ์,สงขลา,15.68,3.54,10.55,25.0,366,19.325978481565194,98.41914449955433,Moderate,#ffff00,กระแสสินธุ์|สงขลา,10955969.05,2193352.448
เกษตรวิสัย,ร้อยเอ็ด,23.65,12.83,8.58,59.95,366,19.32018652064993,99.96774545677697,Moderate,#ffff00,เกษตรวิสัย|ร้อยเอ็ด,11128358.52,2192669.201
เมืองพิจิตร,พิจิตร,26.07,16.71,6.31,70.31,366,19.301878603274222,100.89028695663626,Unhealthy for Sensitive,#ff7e00,เมืองพิจิตร|พิจิตร,11231055.37,2190509.672
บ้านเหลื่อม,นครราชสีมา,23.67,12.1,9.31,61.31,366,19.29380730855962,99.21828290169816,Moderate,#ffff00,บ้านเหลื่อม|นครราชสีมา,11044928.73,2189557.691
สามพราน,นครปฐม,24.66,10.16,11.21,55.13,366,19.28495143771737,99.43591585911967,Moderate,#ffff00,สามพราน|นครปฐม,11069155.52,2188513.226
สะบ้าย้อย,สงขลา,15.4,2.96,10.66,23.83,366,19.265178792474867,98.00502052475454,Moderate,#ffff00,สะบ้าย้อย|สงขลา,10909868.98,2186181.436
กาบัง,ยะลา,15.06,2.94,10.17,23.33,366,19.18862970109635,100.38330979030331,Moderate,#ffff00,กาบัง|ยะลา,11174618.93,2177156.643
วังยาง,นครพนม,22.66,12.73,7.52,58.28,366,19.180676480144836,98.85075355253882,Moderate,#ffff00,วังยาง|นครพนม,11004015.55,2176219.235
ป่าบอน,พัทลุง,15.4,2.93,10.86,23.94,366,19.16543825563243,100.9933269536598,Moderate,#ffff00,ป่าบอน|พัทลุง,11242525.73,2174423.305
เบตง,ยะลา,11.61,2.2,7.34,18.44,366,19.151471082530225,99.86667959742181,Good,#00e400,เบตง|ยะลา,11117107.92,2172777.323
สุวรรณคูหา,หนองบัวลำภู,24.93,15.18,8.46,74.49,366,19.14653026091196,99.63946718547349,Moderate,#ffff00,สุวรรณคูหา|หนองบัวลำภู,11091814.75,2172195.098
บางแก้ว,พัทลุง,15.42,3.23,10.64,24.41,366,19.129614308519603,100.74857790022948,Moderate,#ffff00,บางแก้ว|พัทลุง,11215280.39,2170201.859
รามัน,ยะลา,15.49,2.99,8.91,24.06,366,19.102892873244336,100.0562979638874,Moderate,#ffff00,รามัน|ยะลา,11138216.14,2167053.637
ตะพานหิน,พิจิตร,25.76,15.1,8.46,60.41,366,19.102144807973957,101.19025913367408,Unhealthy for Sensitive,#ff7e00,ตะพานหิน|พิจิตร,11264448.12,2166965.51
ขามทะเลสอ,นครราชสีมา,25.04,11.06,12.47,55.71,366,19.0117437996741,98.31843733749214,Hazardous,#7e0023,ขามทะเลสอ|นครราชสีมา,10944758.38,2156318.606
ด่านขุนทด,นครราชสีมา,24.22,11.03,10.91,54.72,366,18.955428513915418,99.03045182332185,Moderate,#ffff00,ด่านขุนทด|นครราชสีมา,11024019.47,2149689.047
เมืองนครราชสีมา,นครราชสีมา,26.05,11.46,12.08,57.59,366,18.94134060786925,98.87836722538349,Unhealthy for Sensitive,#ff7e00,เมืองนครราชสีมา|นครราชสีมา,11007089.49,2148030.938
ยะหา,ยะลา,15.35,2.93,9.34,23.72,366,18.939617683524943,100.28765583137735,Moderate,#ffff00,ยะหา|ยะลา,11163970.78,2147828.164
นาทม,นครพนม,23.26,13.2,8.64,61.18,366,18.939266161407474,99.21645851318763,Moderate,#ffff00,นาทม|นครพนม,11044725.64,2147786.793
โพธิ์ประทับช้าง,พิจิตร,26.0,15.92,7.89,63.76,366,18.919432117612942,100.98597118878732,Unhealthy for Sensitive,#ff7e00,โพธิ์ประทับช้าง|พิจิตร,11241706.89,2145452.645
ครบุรี,นครราชสีมา,22.88,10.28,10.65,53.95,366,18.90968969523417,98.63614908543464,Moderate,#ffff00,ครบุรี|นครราชสีมา,10980125.89,2144306.22
ตะโหมด,พัทลุง,14.98,3.2,10.38,24.06,366,18.885785199318388,100.66477164192268,Moderate,#ffff00,ตะโหมด|พัทลุง,11205951.12,2141493.577
ปากพะยูน,พัทลุง,15.85,2.87,11.23,24.34,366,18.845508102212957,100.44494436975664,Moderate,#ffff00,ปากพะยูน|พัทลุง,11181480.06,2136755.414
ระโนด,สงขลา,15.68,3.98,10.18,25.59,366,18.831841932572928,97.9023988731588,Moderate,#ffff00,ระโนด|สงขลา,10898445.19,2135147.996
แสวงหา,อ่างทอง,24.89,11.77,9.9,56.65,366,18.792616053542,99.45179070715758,Moderate,#ffff00,แสวงหา|อ่างทอง,11070922.7,2130534.965
นาแก,นครพนม,23.51,13.02,8.13,59.34,366,18.790780116643163,98.95538230997384,Moderate,#ffff00,นาแก|นครพนม,11015662.77,2130319.082
โพทะเล,พิจิตร,25.47,14.13,9.07,58.82,366,18.78743772513351,100.86544000503515,Unhealthy for Sensitive,#ff7e00,โพทะเล|พิจิตร,11228289.42,2129926.065
โนนสัง,หนองบัวลำภู,24.85,13.3,9.91,59.2,366,18.757426429414974,99.92686708078395,Moderate,#ffff00,โนนสัง|หนองบัวลำภู,11123807.96,2126397.519
ศรีบุญเรือง,หนองบัวลำภู,24.86,14.05,9.53,64.26,366,18.75092812918309,99.6497795754406,Moderate,#ffff00,ศรีบุญเรือง|หนองบัวลำภู,11092962.72,2125633.571
ชุมพวง,นครราชสีมา,22.73,11.6,9.08,57.34,366,18.743749653956264,99.29849293442801,Moderate,#ffff00,ชุมพวง|นครราชสีมา,11053857.67,2124789.695
โนนไทย,นครราชสีมา,24.76,11.12,11.93,55.31,366,18.735313469218575,98.87904257881408,Moderate,#ffff00,โนนไทย|นครราชสีมา,11007164.67,2123798.013
โชคชัย,นครราชสีมา,24.33,10.84,11.81,55.38,366,18.73479851314795,99.16346024704433,Moderate,#ffff00,โชคชัย|นครราชสีมา,11038825.9,2123737.481
ควนขนุน,พัทลุง,14.9,3.78,9.89,25.18,366,18.717431412876927,101.10134649196627,Moderate,#ffff00,ควนขนุน|พัทลุง,11254550.41,2121696.123
ประทาย,นครราชสีมา,23.63,11.82,9.72,55.53,366,18.697515190800114,99.0197437254721,Moderate,#ffff00,ประทาย|นครราชสีมา,11022827.45,2119355.395
ห้วยแถลง,นครราชสีมา,22.85,11.3,9.55,56.92,366,18.6659500548679,98.65491228660557,Moderate,#ffff00,ห้วยแถลง|นครราชสีมา,10982214.6,2115646.149
เสนางคนิคม,อำนาจเจริญ,23.74,14.57,6.09,67.18,366,18.648044202732862,99.15951861924064,Moderate,#ffff00,เสนางคนิคม|อำนาจเจริญ,11038387.12,2113542.324
นาหว้า,นครพนม,22.18,12.45,7.49,57.11,366,18.60853558997034,98.30622042929116,Moderate,#ffff00,นาหว้า|นครพนม,10943398.4,2108901.095
จักราช,นครราชสีมา,23.81,11.04,10.96,55.79,366,18.606406208694217,98.87724145666942,Moderate,#ffff00,จักราช|นครราชสีมา,11006964.17,2108650.979
ผาขาว,เลย,25.05,14.81,9.04,69.78,366,18.57790565417262,100.21435150756263,Hazardous,#7e0023,ผาขาว|เลย,11155810.58,2105303.62
วิเศษชัยชาญ,อ่างทอง,23.82,10.91,10.04,54.08,366,18.552244463830448,99.05920168533788,Moderate,#ffff00,วิเศษชัยชาญ|อ่างทอง,11027219.89,2102290.22
สูงเนิน,นครราชสีมา,24.29,10.69,11.62,55.14,366,18.532626013500522,98.75395513994087,Moderate,#ffff00,สูงเนิน|นครราชสีมา,10993240.0,2099986.726
สะเดา,สงขลา,15.05,2.72,10.67,22.98,366,18.48084127657457,97.98240489848766,Moderate,#ffff00,สะเดา|สงขลา,10907351.42,2093907.707
พนา,อำนาจเจริญ,23.77,14.41,6.86,64.11,366,18.41894855449885,98.88662894122,Moderate,#ffff00,พนา|อำนาจเจริญ,11008009.18,2086644.518
หัวตะพาน,อำนาจเจริญ,23.7,14.59,6.17,66.63,366,18.415116716848374,98.74793723602103,Moderate,#ffff00,หัวตะพาน|อำนาจเจริญ,10992570.09,2086194.933
รัตนวาปี,หนองคาย,23.6,14.11,8.18,68.08,366,18.41173313799809,99.5354895269564,Moderate,#ffff00,รัตนวาปี|หนองคาย,11080240.01,2085797.95
โพธิ์ตาก,หนองคาย,25.71,15.64,8.14,73.61,366,18.40526182400066,99.82380660217194,Unhealthy for Sensitive,#ff7e00,โพธิ์ตาก|หนองคาย,11112335.32,2085038.716
สามโก้,อ่างทอง,23.81,11.1,9.71,53.0,366,18.380954418969154,99.08309175149833,Moderate,#ffff00,สามโก้|อ่างทอง,11029879.32,2082187.153
ศรีสงคราม,นครพนม,23.14,13.05,8.09,59.88,366,18.37177345011233,98.60392382124742,Moderate,#ffff00,ศรีสงคราม|นครพนม,10976538.59,2081110.215
โพธิ์ทอง,อ่างทอง,24.62,11.39,10.17,56.59,366,18.342961050349526,99.27581218030302,Moderate,#ffff00,โพธิ์ทอง|อ่างทอง,11051332.86,2077730.86
ท่าลี่,เลย,25.65,17.31,7.45,88.06,366,18.333322863064694,100.37820583235354,Unhealthy for Sensitive,#ff7e00,ท่าลี่|เลย,11174050.76,2076600.54
ศรีบรรพต,พัทลุง,13.68,3.5,8.98,24.74,366,18.32187579452402,100.74835475871289,Moderate,#ffff00,ศรีบรรพต|พัทลุง,11215255.55,2075258.165
ทับคล้อ,พิจิตร,25.59,14.47,8.97,59.03,366,18.311351813540558,103.6038079927768,Unhealthy for Sensitive,#ff7e00,ทับคล้อ|พิจิตร,11533123.15,2074024.117
หนองหิน,เลย,25.22,15.53,8.55,75.04,366,18.294421797002315,100.15984802432924,Unhealthy for Sensitive,#ff7e00,หนองหิน|เลย,11149743.28,2072039.051
วชิรบารมี,พิจิตร,26.44,16.73,7.59,68.51,366,18.281220920700914,103.33956900111068,Unhealthy for Sensitive,#ff7e00,วชิรบารมี|พิจิตร,11503708.2,2070491.366
รัตภูมิ,สงขลา,15.59,2.58,11.29,23.55,366,18.2804855942767,97.78320698766376,Moderate,#ffff00,รัตภูมิ|สงขลา,10885176.81,2070405.159
เมืองอำนาจเจริญ,อำนาจเจริญ,23.12,15.54,3.93,72.24,366,18.267035677017624,98.82366638228218,Moderate,#ffff00,เมืองอำนาจเจริญ|อำนาจเจริญ,11001000.22,2068828.404
ชาติตระการ,พิษณุโลก,26.33,16.62,8.38,69.07,366,18.24269035364751,103.96633651058097,Unhealthy for Sensitive,#ff7e00,ชาติตระการ|พิษณุโลก,11573479.64,2065974.674
นครไทย,พิษณุโลก,26.02,15.82,8.61,64.84,366,18.15589061063509,103.77921860470873,Unhealthy for Sensitive,#ff7e00,นครไทย|พิษณุโลก,11552649.77,2055803.359
บึงนาราง,พิจิตร,25.76,15.03,8.54,61.54,366,18.144552926618637,103.4488869643288,Unhealthy for Sensitive,#ff7e00,บึงนาราง|พิจิตร,11515877.42,2054475.167
เมืองหนองบัวลำภู,หนองบัวลำภู,24.43,13.89,9.14,66.32,366,18.13890055792779,99.34501452703587,Moderate,#ffff00,เมืองหนองบัวลำภู|หนองบัวลำภู,11059036.43,2053813.033
วังทรายพูน,พิจิตร,25.94,15.65,8.1,62.73,366,18.138431105370245,100.63349526817008,Unhealthy for Sensitive,#ff7e00,วังทรายพูน|พิจิตร,11202469.45,2053758.041
วังสะพุง,เลย,25.47,18.01,6.3,97.05,366,18.132426633555557,99.8873592644199,Unhealthy for Sensitive,#ff7e00,วังสะพุง|เลย,11119409.97,2053054.686
ภูเรือ,เลย,25.57,16.79,7.81,83.51,366,18.114953678308893,100.24611764280813,Unhealthy for Sensitive,#ff7e00,ภูเรือ|เลย,11159346.77,2051008.067
โนนสูง,นครราชสีมา,24.33,11.18,11.33,55.26,366,18.113792323766177,98.47656598032512,Moderate,#ffff00,โนนสูง|นครราชสีมา,10962361.18,2050872.044
ไชโย,อ่างทอง,25.03,11.47,10.42,59.2,366,18.105407218463707,99.57243031756454,Hazardous,#7e0023,ไชโย|อ่างทอง,11084352.24,2049889.97
นากลาง,หนองบัวลำภู,24.84,14.95,8.59,73.26,366,18.090031126623177,99.15976709324823,Moderate,#ffff00,นากลาง|หนองบัวลำภู,11038414.78,2048089.225
สากเหล็ก,พิจิตร,26.1,16.03,7.87,63.47,366,18.07403177874776,103.64789065938828,Unhealthy for Sensitive,#ff7e00,สากเหล็ก|พิจิตร,11538030.41,2046215.656
ภูกระดึง,เลย,25.09,14.45,9.42,64.89,366,18.03781517168576,100.12362283167644,Hazardous,#7e0023,ภูกระดึง|เลย,11145710.71,2041975.219
เมืองพิษณุโลก,พิษณุโลก,27.55,18.76,5.98,88.36,366,18.029556524303963,104.0696885823342,Unhealthy for Sensitive,#ff7e00,เมืองพิษณุโลก|พิษณุโลก,11584984.74,2041008.374
ดงเจริญ,พิจิตร,25.32,13.59,9.58,56.65,366,17.987382992035393,103.90101847913665,Unhealthy for Sensitive,#ff7e00,ดงเจริญ|พิจิตร,11566208.47,2036071.799
ปทุมราชวงศา,อำนาจเจริญ,23.76,14.25,6.59,64.39,366,17.97599467607061,99.05711498876438,Moderate,#ffff00,ปทุมราชวงศา|อำนาจเจริญ,11026987.6,2034738.955
ภูหลวง,เลย,25.34,15.79,8.47,76.06,366,17.9198092658403,100.01910357887454,Unhealthy for Sensitive,#ff7e00,ภูหลวง|เลย,11134075.68,2028164.491
หาดใหญ่,สงขลา,16.46,2.08,12.49,23.44,366,17.913868586665835,97.96453525152984,Moderate,#ffff00,หาดใหญ่|สงขลา,10905362.18,2027469.472
หนองวัวซอ,อุดรธานี,23.73,13.51,8.65,67.45,366,17.91292526556698,101.95717281061987,Moderate,#ffff00,หนองวัวซอ|อุดรธานี,11349820.56,2027359.112
ขามสะแกแสง,นครราชสีมา,24.05,11.41,10.55,54.22,366,17.905789583187598,98.67497229572065,Moderate,#ffff00,ขามสะแกแสง|นครราชสีมา,10984447.67,2026524.321
น้ำยืน,อุบลราชธานี,23.02,12.53,8.56,55.35,366,17.90121926399353,103.52653302557474,Moderate,#ffff00,น้ำยืน|อุบลราชธานี,11524520.94,2025989.665
ป่าโมก,อ่างทอง,23.65,10.7,10.34,56.28,366,17.89675797398983,99.33581622768413,Moderate,#ffff00,ป่าโมก|อ่างทอง,11058012.48,2025467.777
โซ่พิสัย,บึงกาฬ,22.39,14.22,7.75,70.67,366,17.87372181202147,104.21712700379159,Moderate,#ffff00,โซ่พิสัย|บึงกาฬ,11601397.51,2022773.183
เอราวัณ,เลย,25.26,16.64,7.39,86.17,366,17.863302146368397,99.6374016891407,Unhealthy for Sensitive,#ff7e00,เอราวัณ|เลย,11091584.82,2021554.485
คูเมือง,บุรีรัมย์,21.8,11.98,7.83,59.94,366,17.840891629578266,104.0978800515696,Moderate,#ffff00,คูเมือง|บุรีรัมย์,11588123.0,2018933.563
นาจะหลวย,อุบลราชธานี,23.2,12.8,8.54,55.71,366,17.829245412910595,103.78635886374455,Moderate,#ffff00,นาจะหลวย|อุบลราชธานี,11553444.62,2017571.662
กุดจับ,อุดรธานี,23.57,13.84,7.97,70.93,366,17.826282003126067,101.733178972503,Moderate,#ffff00,กุดจับ|อุดรธานี,11324885.68,2017225.137
ชานุมาน,อำนาจเจริญ,24.34,13.91,7.69,63.11,366,17.788251146840427,98.88457251787159,Moderate,#ffff00,ชานุมาน|อำนาจเจริญ,11007780.26,2012778.527
บัวใหญ่,นครราชสีมา,23.8,11.83,9.79,54.66,366,17.68048103380662,98.3357175099605,Moderate,#ffff00,บัวใหญ่|นครราชสีมา,10946682.0,2000183.061
บุณฑริก,อุบลราชธานี,23.36,12.93,8.57,56.72,366,17.642022896598895,103.97188702105848,Moderate,#ffff00,บุณฑริก|อุบลราชธานี,11574097.52,1995690.156
พิบูลมังสาหาร,อุบลราชธานี,23.94,14.59,8.21,68.08,366,17.641394851026593,103.53089416661608,Moderate,#ffff00,พิบูลมังสาหาร|อุบลราชธานี,11525006.42,1995616.792
ศรีวิไล,บึงกาฬ,21.61,14.62,7.02,76.05,366,17.638713938840656,104.23420227054366,Moderate,#ffff00,ศรีวิไล|บึงกาฬ,11603298.32,1995303.629
เดชอุดม,อุบลราชธานี,23.54,14.05,8.19,64.27,366,17.628973593924293,103.73733645121723,Moderate,#ffff00,เดชอุดม|อุบลราชธานี,11547987.47,1994165.878
ทุ่งฝน,อุดรธานี,23.97,13.57,8.82,64.73,366,17.61721089813548,101.43919846857871,Moderate,#ffff00,ทุ่งฝน|อุดรธานี,11292159.92,1992791.982
พรเจริญ,บึงกาฬ,22.12,14.21,7.63,71.67,366,17.608127292389394,104.49661453807951,Moderate,#ffff00,พรเจริญ|บึงกาฬ,11632509.92,1991731.068
นาวัง,หนองบัวลำภู,25.14,16.08,7.82,81.76,366,17.566673451591726,99.28650707291813,Unhealthy for Sensitive,#ff7e00,นาวัง|หนองบัวลำภู,11052523.41,1986890.17
ลืออำนาจ,อำนาจเจริญ,23.52,14.68,5.89,66.93,366,17.54293805164979,101.71922669883615,Moderate,#ffff00,ลืออำนาจ|อำนาจเจริญ,11323332.52,1984118.896
เมืองอุดรธานี,อุดรธานี,21.66,13.32,6.39,75.38,366,17.542528284442728,101.99583594112225,Moderate,#ffff00,เมืองอุดรธานี|อุดรธานี,11354124.52,1984071.056
เมืองอ่างทอง,อ่างทอง,24.27,10.94,10.47,57.02,366,17.50288121684181,99.05380532576311,Moderate,#ffff00,เมืองอ่างทอง|อ่างทอง,11026619.17,1979442.803
บุ่งคล้า,บึงกาฬ,22.19,14.1,7.77,70.61,366,17.50132729108859,104.09818754489136,Moderate,#ffff00,บุ่งคล้า|บึงกาฬ,11588157.23,1979261.424
จะแนะ,นราธิวาส,14.67,3.2,9.76,23.49,366,17.482126084684374,98.12037831078544,Moderate,#ffff00,จะแนะ|นราธิวาส,10922710.55,1977020.328
เมืองบุรีรัมย์,บุรีรัมย์,18.98,12.76,4.73,66.04,366,17.466343393723623,104.40837707013922,Moderate,#ffff00,เมืองบุรีรัมย์|บุรีรัมย์,11622687.37,1975178.406
ตระการพืชผล,อุบลราชธานี,23.96,14.35,7.67,65.69,366,17.461161672146822,103.4475880902595,Moderate,#ffff00,ตระการพืชผล|อุบลราชธานี,11515732.83,1974573.707
โนนสะอาด,อุดรธานี,24.81,13.17,9.81,59.29,366,17.44190984682271,100.99465816707934,Moderate,#ffff00,โนนสะอาด|อุดรธานี,11242673.92,1972327.199
หนองหาน,อุดรธานี,23.64,13.44,8.61,66.49,366,17.40271768793113,101.39120696267143,Moderate,#ffff00,หนองหาน|อุดรธานี,11286817.53,1967754.573
แม่เมาะ,ลำปาง,23.84,19.52,5.68,81.99,366,17.394357076297503,100.67288998663986,Moderate,#ffff00,แม่เมาะ|ลำปาง,11206854.85,1966779.251
โขงเจียม,อุบลราชธานี,23.81,13.54,8.34,60.74,366,17.388639940175658,103.75041385562886,Moderate,#ffff00,โขงเจียม|อุบลราชธานี,11549443.24,1966112.334
ห้วยคต,อุทัยธานี,25.17,12.55,10.17,55.51,366,17.35645641646277,104.27085191716823,Unhealthy for Sensitive,#ff7e00,ห้วยคต|อุทัยธานี,11607378.14,1962358.441
เฉลิมพระเกียรติ,น่าน,28.06,24.15,6.69,144.29,366,17.321093382117258,104.66277537719392,Unhealthy for Sensitive,#ff7e00,เฉลิมพระเกียรติ|น่าน,11651006.86,1958234.449
ศรีเมืองใหม่,อุบลราชธานี,23.89,13.78,8.16,62.31,366,17.316390836870532,103.89412849073899,Moderate,#ffff00,ศรีเมืองใหม่|อุบลราชธานี,11565441.48,1957686.104
กุดข้าวปุ้น,อุบลราชธานี,23.9,13.97,7.35,61.95,366,17.313103962050942,103.44061743314931,Moderate,#ffff00,กุดข้าวปุ้น|อุบลราชธานี,11514956.86,1957302.843
บ้านผือ,อุดรธานี,25.05,15.01,8.2,70.89,366,17.287301522152273,101.97466408718,Hazardous,#7e0023,บ้านผือ|อุดรธานี,11351767.68,1954294.427
ไชยวาน,อุดรธานี,24.26,13.3,9.49,61.05,366,17.274290305757592,101.7137747335453,Moderate,#ffff00,ไชยวาน|อุดรธานี,11322725.61,1952777.554
เขื่องใน,อุบลราชธานี,23.21,14.55,7.13,64.85,366,17.257052955461617,103.60965620493947,Moderate,#ffff00,เขื่องใน|อุบลราชธานี,11533774.17,1950768.155
กุมภวาปี,อุดรธานี,24.21,13.27,9.34,62.75,366,17.23155217857765,101.21811741777061,Moderate,#ffff00,กุมภวาปี|อุดรธานี,11267549.29,1947795.813
ตาลสุม,อุบลราชธานี,24.12,14.97,8.06,70.52,366,17.214039092711396,104.30710801186682,Moderate,#ffff00,ตาลสุม|อุบลราชธานี,11611414.15,1945754.745
ลานสัก,อุทัยธานี,25.22,12.93,9.95,55.38,366,17.174201577401515,104.10197286583558,Unhealthy for Sensitive,#ff7e00,ลานสัก|อุทัยธานี,11588578.61,1941112.589
เขมราฐ,อุบลราชธานี,24.08,13.67,7.84,60.69,366,17.169506617500915,103.72970984428659,Moderate,#ffff00,เขมราฐ|อุบลราชธานี,11547138.48,1940565.564
แจ้ห่ม,ลำปาง,26.32,19.57,7.28,86.52,366,17.1572589437617,100.36587528726913,Unhealthy for Sensitive,#ff7e00,แจ้ห่ม|ลำปาง,11172678.13,1939138.613
สุคิริน,นราธิวาส,14.77,3.34,9.93,23.7,366,17.109342663651134,99.07495355401339,Moderate,#ffff00,สุคิริน|นราธิวาส,11028973.38,1933556.891
